EDA_ID,Year,Month,Deployment,Station,Project,Latitude,Longitude,Depth_m,Equipment make_model_serial,Hydrophone make_model_serial,Dataset timezone,Recording schedule,In-water_start,In-water_end,Dataset notes
69,2020,9,CSW-2020-09,CSW: Cabot Strait West Revision 1 (Current),OPP-Whale Detection and Collision Avoidance,47.379900,-60.296900,120.000000,JASCO AMAR G4-PVC-2X-6.5-M20 - 712 - 6040231,GeoSpectrum M20-105 - E000090 - None,NA,NA,NA,NA,NA
70,2020,9,SFD-2020-09,SFD: Stone Fence Deep Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,44.261200,-57.292200,1502.000000,JASCO AMAR G4-UD - 376 - 6038211,GeoSpectrum M36-V35-100 - D000895 - None,UTC,AMAR_G4_RS04 : 900,2020-09-05 13:03:00,2021-08-31 11:33:00,
71,2020,9,MGL-2020-09,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,43.863700,-58.908500,1513.000000,JASCO AMAR G3A-AL-4X - 194 - None,GeoSpectrum M36-V35-100 - A002796 - None,NA,NA,NA,NA,NA
72,2020,9,WSS-2020-09,WSS: Western Scotian Slope Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,42.556400,-63.450500,1513.000000,JASCO AMAR G4-UD - 664 - 6038212,GeoSpectrum M36-V35-100 - F000420 - None,UTC,AMAR_G4_RS04 : 900,2020-09-07 11:06:00,2021-08-21 11:10:00,"11 short-duration files (either 4 min or 2 min 7 s instead of full 6:07 duration), 2 longer intervals (recording cycle skipped or delayed)."
73,2020,9,EMBS-2020-09,EMBS: Emerald Basin Shallow Revision 1 (Current),OPP-MEQ Science,43.496600,-62.869600,114.000000,JASCO AMAR G3A-AL-4X - 143 - None,GeoSpectrum M36-V35-100 - F000268 - None,UTC,AMAR_G3_RS05 : 900,2020-09-07 17:47:00,2021-08-26 10:48:00,16kHz dataset: 1 short/corrupted file (AMAR143.1.20210328T005433Z.wav). 250kHz dataset: 1 short/corrupted file (AMAR143.9.20210508T185539Z.wav).
106,2020,10,INGO-2020-10,INGO: Ingonish Revision 1 (Current),OPP-MEQ Coastal Monitoring,46.658700,-60.322500,55.800000,Ocean Instruments SoundTrap ST500 - 5470 - None,----,UTC,SoundTrap 30/30 : 1800,2020-10-21 10:00:00,2021-02-27 17:22:00,Recording started one day after deployment and ended early while still deployed.
110,2020,2,ChedB-2020-02,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.144333,45.700000,Ocean Instruments SoundTrap ST300 - 5240 - None,----,Local,SoundTrap 30/30 : 1800,2020-02-28 08:35:00,2020-05-09 11:45:00,
111,2020,7,ChedB-2020-07,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.144500,45.700000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,UTC,SoundTrap 30/30 : 1800,2020-07-16 17:25:00,2020-09-27 15:10:00,
112,2020,2,ChebH-2020-02,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.494500,-63.497167,63.000000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,Local,SoundTrap 30/30 : 1800,2020-02-20 10:31:00,2020-04-29 15:29:00,
113,2020,7,ChebH-2020-07,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.494500,-63.497167,54.000000,Ocean Instruments SoundTrap ST500 - 5512 - None,----,UTC,SoundTrap 30/30 : 1800,2020-07-23 09:00:00,2020-10-22 11:29:00,
114,2020,10,ChebH-2020-10,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.494833,-63.481000,61.000000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,UTC,SoundTrap 30/30 : 1800,2020-10-22 12:15:00,2021-01-01 11:40:00,
125,2020,9,ChedB-2020-09,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361583,-61.144450,45.700000,Ocean Instruments SoundTrap ST300 - 5240 - None,----,UTC,SoundTrap 30/30 : 1800,2020-09-27 15:00:00,2020-11-16 23:42:16,"Recording ended ~2 weeks early, the reason for this is unknown, but one external battery was quite drained."
133,2020,8,INGO-2020-08,INGO: Ingonish Revision 1 (Current),OPP-MEQ Coastal Monitoring,46.658817,-60.322733,55.000000,Turbulent Research Porpoise - SN40 - None,----,UTC,Porpoise Continuous 29 : 1740,2020-08-13 19:19:00,2020-10-20 12:06:00,
147,2020,8,SCAT-2020-08,SCAT: Scatarie Revision 2 (Current),OPP-MEQ Coastal Monitoring,45.965650,-59.730717,52.100000,Turbulent Research Porpoise - SN29 - None,----,UTC,Porpoise Continuous 29 : 1740,2020-08-06 10:47:00,NA,Mooring was lost so no data set or recovery event
153,2020,7,ESI-2020-07,ESI: Eastern Shore Islands Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.769833,-62.428050,46.300000,Ocean Instruments SoundTrap ST300 - 5240 - None,----,Local,SoundTrap 30/30 : 1800,2020-07-25 09:45:00,2020-09-05 08:25:00,
154,2020,9,ESI-2020-09,ESI: Eastern Shore Islands Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.769833,-62.428050,45.700000,Ocean Instruments SoundTrap ST300 - 671137831 - None,----,UTC,SoundTrap 30/30 : 1800,2020-09-05 08:35:00,2020-09-29 21:45:04,"Stopped recording early on October 21st, also issues with very short file sizes with 'beeps' throughout October 1st and 2nd. Otherwise, data appears normal. John Atkins with Ocean Instruments thinks this may have been due to low battery/battery malfunction."
155,2020,10,ESI-2020-10,ESI: Eastern Shore Islands Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.769833,-62.428050,45.700000,Turbulent Research Porpoise - SN45 - None,----,UTC,Porpoise Continuous 29 : 1740,2020-10-28 16:48:00,2021-03-16 03:47:28,"Ended about one month early. Cause is unlcear, but porpoise had a small amount of water inside."
163,2020,12,ChedB-2020-12,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361617,-61.144367,,Ocean Instruments SoundTrap ST500 - 5512 - None,----,UTC,SoundTrap 30/30 : 1800,2020-12-01 15:59:00,2020-04-20 11:57:39,
48,2019,4,GMB-2019-04,GMB: Grand Manan Basin Revision 1 (Current),OPP-MEQ Science,44.691600,-66.529900,179.000000,JASCO AMAR G3-PVC-2X - 387 - 6020276,GeoSpectrum M36-V35-100 - D000580 - None,UTC,AMAR_G3_RS06 : 900,2019-04-01 14:27:11,2019-10-19 06:14:55,Recordings end prior to recovery (Oct 2019).
49,2019,4,JOBW-2019-04,JOBW: Jordan Basin West Revision 1 (Current),OPP-MEQ Science,43.300100,-67.499900,195.000000,JASCO AMAR G4-UD - 538 - 6038052,GeoSpectrum M36-V35-100 - C000044 - None,UTC,AMAR_G4_RS03 : 900,2019-04-09 10:43:47,2019-10-07 18:37:00,Recordings consist of 3 wav files per 12-min recording period.
50,2019,6,SBSM-2019-06-M20,SBSM: St. Ann's Bank Shallow M20 Revision 1 (Current),OPP-Whale Detection and Collision Avoidance,46.170000,-59.144500,100.000000,JASCO AMAR G4-PVC-2X-6.5-M20 - 712 - 6040231,GeoSpectrum M20-105 - E000090 - None,UTC,AMAR_G4_M20_RS01 : 1800,2019-06-02 12:30:00,2019-09-06 05:29:02,Recordings end prior to recovery (Sept 2019). Dataset consists of 4-channel .wav files.
51,2019,6,SABV-2019-06-VLA,SABV: St. Ann's Bank VLA Revision 1 (Current),OPP-Whale Detection and Collision Avoidance,46.294600,-58.817100,333.000000,JASCO AMAR G3-4.3 VLA - 514 - None,----,UTC,AMAR_G3_VLA : 1800,2019-06-02 08:53:00,2019-08-15 20:33:00,
52,2019,10,COC-2019-10,COC: Corsair Canyon Revision 1 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,41.258400,-66.042330,1420.000000,JASCO AMAR G3A-AL-4X - 129 - 6038030,GeoSpectrum M36-V35-100 - B003019 - None,UTC,AMAR_G3_RS05 : 900,NA,NA,"AMAR flooded, no data recovered."
53,2019,10,EMBS-2019-10,EMBS: Emerald Basin Shallow Revision 1 (Current),OPP-MEQ Science,43.496600,-62.869400,112.000000,JASCO AMAR G3A-AL-4X - 192 - 6038031,GeoSpectrum M36-V35-100 - B002485 - None,UTC,AMAR_G3_RS05 : 900,2019-10-06 21:26:00,2020-09-07 17:04:00,
54,2019,10,FCH-2019-10,FCH: Fundian Channel Revision 1 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,42.041000,-65.362200,1452.000000,JASCO AMAR G4-UD - 533 - 6038051,GeoSpectrum M36-V35-100 - B000876 - None,UTC,AMAR_G4_RS04 : 900,2019-10-08 15:52:00,2020-09-02 19:06:00,
55,2019,10,GBK-2019-10,GBK: Georges Bank Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,41.501700,-65.821000,1480.000000,JASCO AMAR G4-UD - 702 - None,GeoSpectrum M36-V35-100 - A002371 - None,UTC,AMAR_G4_RS04 : 900,2019-10-08 12:14:00,2020-09-02 15:16:00,"One set of unmerged files (4 minute and 2 minute) is present in the merged dataset for every 200 merged files. Use caution when conducting any ""per file"" analyses with this dataset."
56,2019,10,JOBW-2019-10,JOBW: Jordan Basin West Revision 1 (Current),OPP-MEQ Science,43.302500,-67.499000,,JASCO AMAR G3-PVC-2X - 388 - None,High Tech Inc HTI-99-HF - 776040 - None,UTC,AMAR_G3_RS05 : 900,2019-10-07 18:55:00,2020-09-01 21:20:00,
57,2019,10,MGL-2019-10,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,43.864200,-58.906800,1350.000000,JASCO AMAR G4A-AL-4X - 672 - 6038231,GeoSpectrum M36-V35-100 - A004170 - None,UTC,AMAR_G4_RS04 : 900,2019-10-13 13:56:00,2020-09-05 19:56:00,
58,2019,10,ROB-2019-10,ROB: Roseway Basin Revision 1 (Current),OPP-MEQ Science,43.001400,-65.564800,121.000000,JASCO AMAR G4-PVC-2X-6.5 - 684 - 6038232,GeoSpectrum M36-V35-100 - D001026 - None,UTC,AMAR_G4_RS04 : 900,2019-10-07 10:54:00,2020-02-03 18:01:04,Recordings end prior to recovery (Feb 2020) due to motherboard issue causing disk write errors.
59,2019,10,SFD-2019-10,SFD: Stone Fence Deep Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,44.259500,-57.292100,1352.000000,JASCO AMAR G4-UD - 703 - None,GeoSpectrum M36-V35-100 - D000584 - None,UTC,AMAR_G4_RS04 : 900,NA,NA,No usable data recorded due to unknown hydrophone issue
60,2019,10,WSS-2019-10,WSS: Western Scotian Slope Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,42.556500,-63.450700,1044.000000,JASCO AMAR G3A-AL-4X - 127 - 6038029,GeoSpectrum M36-V35-100 - B002487 - None,UTC,AMAR_G3_RS05 : 900,2019-10-08 23:57:00,2020-09-07 10:18:00,
103,2019,6,ChedB-2019-06,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.144300,45.700000,Ocean Instruments SoundTrap ST300 - 671379496 - None,----,Local,SoundTrap 30/30 : 1800,2019-06-11 10:50:00,2019-08-15 09:50:00,Dataset is stored on the MPC NAS (named 'ocmdnas2') and on CAM Data Backup #1 (external hard drive). No issues with this dataset (to our knowledge).
104,2019,8,ChedB-2019-08,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361400,-61.144600,45.700000,Ocean Instruments SoundTrap ST300 - 671137831 - None,----,Local,SoundTrap 30/30 : 1800,2019-08-15 09:55:00,2019-10-17 07:20:00,
105,2019,6,Lburg-2019-06,Lburg: Lunenburg Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.277600,-64.103900,45.700000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,Local,SoundTrap 30/30 : 1800,2019-06-25 11:39:00,2019-08-27 10:47:00,
108,2019,10,ChedB-2019-10,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361533,-61.144267,45.700000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,Local,SoundTrap 30/30 : 1800,2019-10-17 07:28:00,2019-12-19 07:55:00,This device was dragged up by a scallop dragger on October 30th and was re-deployed by GCIFA the following day.
109,2019,12,ChedB-2019-12,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.144333,45.700000,Ocean Instruments SoundTrap ST300 - 671137831 - None,----,Local,SoundTrap 30/30 : 1800,2019-12-19 12:05:00,2020-02-28 08:32:00,
123,2019,2,ChedB-2019-02,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.144167,47.500000,Ocean Instruments SoundTrap ST300 - 671137831 - None,----,Local,SoundTrap Continuous : 43200,2019-02-08 08:15:00,2019-04-12 08:30:00,
124,2019,4,ChedB-2019-04,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.143800,25.700000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,Local,SoundTrap Continuous : 43200,2019-04-12 08:40:00,2019-06-11 10:50:00,
126,2019,1,ChebH-2019-01,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.494542,-63.497117,57.000000,Ocean Instruments SoundTrap ST300 - 671137830 - None,----,Local,SoundTrap Continuous : 43200,2019-01-18 10:23:00,2019-02-07 05:44:57,Recording ended roughly 7 weeks before recovery
127,2019,3,ChebH-2019-03,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.496567,-63.496780,63.000000,Ocean Instruments SoundTrap ST300 - 671379496 - None,----,Local,SoundTrap Continuous : 43200,2019-03-28 10:36:00,2019-05-27 10:30:00,
128,2019,5,ChebH-2019-05,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.494007,-63.497000,64.000000,Ocean Instruments SoundTrap ST300 - 671137831 - None,----,Local,SoundTrap 30/30 : 1800,2019-05-27 10:39:00,2019-07-22 10:29:00,
129,2019,7,ChebH-2019-07,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.495677,-63.496838,62.000000,Ocean Instruments SoundTrap ST300 - 5240 - None,----,Local,SoundTrap 30/30 : 1800,2019-07-22 10:37:00,2019-11-01 05:34:48,"Recovery was scheduled for September 30th but the mooring could not be found, was found on Dec 13 2019 at 44 29.56 N 63 29.57 W, there are data until November 1st."
130,2019,12,ChebH-2019-12,ChebH: Chebucto Head Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.494667,-63.497167,63.400000,Ocean Instruments SoundTrap ST300 - 671379496 - None,----,UTC,SoundTrap 30/30 : 1800,2019-12-13 14:32:00,2020-01-19 12:41:28,"Instrument was found two years later in Nov 2021, had stopped recording early."
132,2019,11,INGO-2019-11,INGO: Ingonish Revision 1 (Current),OPP-MEQ Coastal Monitoring,46.659000,-60.322633,54.900000,Turbulent Research Porpoise - SN29 - None,----,UTC,Porpoise Continuous 29 : 1740,2019-11-15 12:18:00,2020-03-13 09:29:00,Recording stopped roughly 6 weeks before recovery
146,2019,8,Lburg-2019-08,Lburg: Lunenburg Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.275717,-64.104283,53.000000,Ocean Instruments SoundTrap ST300 - 671379496 - None,----,Local,SoundTrap 30/30 : 1800,2019-08-27 10:56:00,2019-10-25 09:28:00,
148,2019,6,SCAT-2019-06,SCAT: Scatarie Revision 1 (Past),OPP-MEQ Coastal Monitoring,46.017967,-59.611900,51.600000,Turbulent Research Porpoise - SN29 - None,----,UTC,Porpoise Continuous 29 : 1740,2019-06-11 09:35:00,2019-06-28 11:58:59,"Not able to retrieve data using the ethernet cord, had to open the porpoise and insert the memory card into the laptop. The data wrote to the second memory card despite all slots being filled. We only have data until 1130UTC on June 28. Not sure why the recording stopped, but the schedule settings were out of whack when we plugged the porpoise in (took a screenshot). The data may also not be legitimate, it sounds like static. The GPS feature was also enabled despite us not selecting it. Seems like this device is also defective (same as SN45)"
149,2019,9,SCAT-2019-09,SCAT: Scatarie Revision 1 (Past),OPP-MEQ Coastal Monitoring,46.017983,-59.613633,50.800000,Turbulent Research Porpoise - SN71 - None,----,UTC,Porpoise Continuous 29 : 1740,NA,NA,"This system was not recovered, likely due to Hurricane Dorian. Field notes indicate the crew searched surrounding area for 1.5 hours."
150,2019,11,SCAT-2019-11,SCAT: Scatarie Revision 1 (Past),OPP-MEQ Coastal Monitoring,46.018000,-59.613100,52.500000,Turbulent Research Porpoise - SN43 - None,----,UTC,Porpoise Continuous 29 : 1740,2019-11-15 11:09:00,2020-03-28 11:40:00,Recording ended a few weeks before recovery.
151,2019,8,ESI-2019-08,ESI: Eastern Shore Islands Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.769750,-62.428367,46.500000,Turbulent Research Porpoise - SN33 - None,----,UTC,Porpoise Continuous 29 : 1740,2019-08-05 12:05:00,2019-09-03 02:58:59,Not all data recorded. Only 1 month of data recovered after a 2-month deployment. Recorder sent to TR for diagnostics. Jonathan aware of problem and in contact with us and with TR.
152,2019,10,ESI-2019-10,ESI: Eastern Shore Islands Revision 1 (Current),OPP-MEQ Coastal Monitoring,44.769750,-62.428367,,Turbulent Research Porpoise - SN45 - None,----,UTC,Porpoise Continuous : 14880,2019-10-26 14:34:00,2020-03-02 22:13:20,"This Porpoise was deployed with old firmware (i.e. did not receive the firmware updated installed by Turbulent in Oct). Thus we were instructed to deploy with continuous sampling (no duty cycling) in order to avoid running into the same issue as before where data could not be properly downloaded. The files will have to be split post-deployment.
Recording stopped early."
161,2019,6,INGO-2019-06,INGO: Ingonish Revision 1 (Current),OPP-MEQ Coastal Monitoring,46.658650,-60.322183,56.100000,Turbulent Research Porpoise - SN45 - None,----,UTC,Porpoise Continuous 29 : 1740,NA,NA,"Issues with the Porpoise. Went to download the data using the power cord, the Porpoise seemed to shut down even though 10% of memory was used up, indicating that data were indeed present. Then tried inserting the memory cards directly into the computer, at which point we learned all the data had written to card #4. Also got a message from the computer saying that card #4 was corrupted and data not retrievable. Turbulent concluded that there was an issue with the mainboard connectivity, which was preventing data from writing to the SD cards. Turbulent repaired this issue and the porpoise was returned to us. We will test this unit extensively before its next deployment."
162,2019,8,INGO-2019-08,INGO: Ingonish Revision 1 (Current),OPP-MEQ Coastal Monitoring,46.658667,-60.322717,54.900000,Turbulent Research Porpoise - SN40 - None,----,UTC,Porpoise Continuous 29 : 1740,NA,NA,"This unit did not have internal batteries, but it was scheduled to stop on November 14. Porpoise was opened manually while still connected to the external battery to ensure it wouldn't auto-corrupt, and there were no LED lights on or flashing, so external power was disconnected. In doing a disk check there were about 320GB of data which makes sense given the deployment length and sampling rate. However, Jess was unable to download the data via the Ethernet cable (the connection just kept timing out) and when memory cards were inserted into the laptop, it said to format the disk before it can be used. The Porpoise was brought to TR on Nov. 18. SD card returned on Nov 21 with most data recovered (TBC). Porpoise being updated with new firmware."
173,2019,11,SCAT-2019-11,SCAT: Scatarie Revision 1 (Past),OPP-MEQ Coastal Monitoring,46.018000,-59.613100,52.000000,Turbulent Research Porpoise - SN43 - None,----,UTC,Porpoise Continuous 29 : 1740,2019-11-15 11:09:00,2020-03-28 11:40:00,
38,2018,4,ROB-2018-04,ROB: Roseway Basin Revision 1 (Current),OPP-MEQ Science,43.002580,-65.565330,121.000000,JASCO AMAR G3-PVC-2X - 388 - None,High Tech Inc HTI-99-HF - 776007 - None,UTC,AMAR_G3_RS04 : 1200,2018-04-30 17:05:00,2018-09-16 13:42:00,
39,2018,5,EMBS-2018-05,EMBS: Emerald Basin Shallow Revision 1 (Current),OPP-MEQ Science,43.497620,-62.869980,118.000000,JASCO AMAR G3-PVC-2X - 387 - 6020276,High Tech Inc HTI-99-HF - 776008 - None,UTC,AMAR_G3_RS04 : 1200,2018-05-01 18:50:00,2018-09-23 11:47:25,
40,2018,9,DAC-2018-09,DAC: Dawson Canyon Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,43.144300,-61.116100,1374.000000,JASCO AMAR G4-UD - 377 - 6038210,GeoSpectrum M36-V35-100 - D000581 - None,UTC,AMAR_G4_RS02 : 900,2018-09-24 17:18:15,2019-09-11 17:06:54,This AMAR was deployed two days prior to recovery of previous DAC deployment on 26 Sep 2018. Noise may be present on 26 Sep. Both DAC datasets have a full recording day on 25 Sep 2018; care should be taken not to double-count results during analysis of these datasets. Recordings ended prior to recovery in 2019.
41,2018,9,EMBS-2018-09,EMBS: Emerald Basin Shallow Revision 1 (Current),OPP-MEQ Science,43.497300,-62.869900,123.000000,JASCO AMAR G4-UD - 663 - 6038213,----,UTC,AMAR_G4_RS02 : 900,2018-09-23 13:11:12,2019-06-28 01:31:05,Recordings ended prior to recovery (June 2019). Shorter than expected recording duration (278 days) due to power issue; cause undetermined.
42,2018,9,FCH-2018-09,FCH: Fundian Channel Revision 1 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,42.044000,-65.362100,1456.000000,JASCO AMAR G3A-AL-4X - 197 - None,GeoSpectrum M36-V35-100 - B000913 - None,UTC,AMAR_G3_RS04 : 1200,2018-09-17 19:40:42,2019-10-08 15:21:00,"HF dataset is missing one HF file on 28 October 2018 at 13:56 (34 corrupted files created instead). Extra corrupted files on 30 Oct 2018 and 7 June 2019. Split files on 8 May, 31 May, 2 June, 3 June, 6 June, and 7 June."
43,2018,9,GMB-2018-09,GMB: Grand Manan Basin Revision 1 (Current),OPP-MEQ Science,44.693200,-66.531520,180.000000,JASCO AMAR G4-PVC-2X-6.5 - 668 - 6038191,----,UTC,AMAR_G3_RS04 : 1200,2018-09-21 11:43:40,2019-04-08 12:04:00,
44,2018,9,LOC-2018-09,LOC: Logan Canyon Revision 2 (Current),Cetacean Monitoring: Species at Risk Priorities,43.442600,-59.947150,1548.000000,JASCO AMAR G4-UD - 376 - 6038211,GeoSpectrum M36-V35-100 - D000895 - None,UTC,AMAR_G4_RS02 : 900,2018-09-26 17:10:48,2019-08-26 17:14:45,Recordings end prior to recovery (Aug 2019).
45,2018,9,MGL-2018-09,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,43.855900,-58.910200,1625.000000,JASCO AMAR G3A-AL-4X - 194 - None,GeoSpectrum M36-V35-100 - A002796 - None,UTC,AMAR_G3_RS04 : 1200,2018-09-27 13:26:03,2019-10-13 15:37:45,Missing data between 6 May 2019 04:33:35 and 11 May 2019 01:13:35 (see JASCO report). Short duration LF files occur on 11 May 2019 01:13 and 15 Aug 2019 13:04; short duration HF files occur on 20 Jun 2019 12:45 and  2 Jul 2019 14:05.
46,2018,9,ROB-2018-09,ROB: Roseway Basin Revision 1 (Current),OPP-MEQ Science,43.001400,-65.566000,122.000000,JASCO AMAR G4-UD - 664 - 6038212,----,UTC,AMAR_G4_RS02 : 900,2018-09-16 15:46:00,2019-08-15 00:20:51,Recordings end prior to recovery (Aug 2019).
47,2018,9,SAB-2018-09,SAB: St. Ann's Bank Revision 1 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,46.305000,-58.874900,320.000000,JASCO AMAR G3A-AL-4X - 143 - None,GeoSpectrum M36-V35-100 - A003749 - None,UTC,AMAR_G3_RS04 : 1200,2018-09-29 17:09:26,2019-10-03 16:19:00,Some missing HF files throughout dataset where strings of corrupted files were created instead; also some split files. Not mentioned in JASCO report.
122,2018,12,ChedB-2018-12,ChedB: Chedabucto Bay Revision 1 (Current),OPP-MEQ Coastal Monitoring,45.361500,-61.144400,45.700000,Ocean Instruments SoundTrap ST300 - 671379496 - None,----,Local,SoundTrap Continuous : 43200,2018-12-12 08:00:00,2019-02-08 08:15:00,
33,2017,11,DAC-2017-11,DAC: Dawson Canyon Revision 1 (Current),Cetacean Monitoring: Species at Risk Priorities,43.143810,-61.116960,1407.000000,JASCO AMAR G3A-AL-4X - 129 - 6038030,GeoSpectrum M36-V35-100 - B003019 - None,UTC,AMAR_G3_RS04 : 1200,2017-11-29 12:59:00,2018-09-26 09:50:18,"New AMAR deployed at DAC on 24 Sep 2018, 2 days prior to recovery of this one. Noise may be present on 24 Sep. Both DAC datasets have a full recording day on 25 Sep 2018; care should be taken not to double-count results during analysis of these datasets."
34,2017,11,GLD-2017-11,GLD: Gully Deep Revision 1 (Current),Cetacean Monitoring,43.739930,-58.769340,2663.000000,JASCO AMAR G4-UD - 538 - 6038052,GeoSpectrum M36-V35-100 - C000044 - None,UTC,AMAR_G4_RS01 : 480,2017-11-30 23:40:00,2018-01-07 04:05:05,Recordings ended in January 2018; AMAR not recovered until September 2018.
35,2017,11,LOC-2017-11,LOC: Logan Canyon Revision 2 (Current),Cetacean Monitoring: Species at Risk Priorities,43.443270,-59.941380,1392.000000,JASCO AMAR G3A-AL-4X - 192 - 6038031,GeoSpectrum M36-V35-100 - B002485 - None,UTC,AMAR_G3_RS04 : 1200,2017-11-29 20:09:00,2018-09-26 14:49:25,Recordings end 1 hour prior to recovery.
36,2017,12,MGL-2017-12,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,43.859350,-58.911180,1650.000000,JASCO AMAR G3A-AL-4X - 127 - 6038029,GeoSpectrum M36-V35-100 - B002487 - None,UTC,AMAR_G3_RS04 : 1200,2017-12-01 17:36:00,2018-09-27 09:55:15,
37,2017,12,SAB-2017-12,SAB: St. Ann's Bank Revision 1 (Current),Cetacean Monitoring: Marine Spatial Planning Priorities,46.304760,-58.874630,320.000000,JASCO AMAR G4-UD - 533 - 6038051,GeoSpectrum M36-V35-100 - C000045 - None,UTC,AMAR_G4_RS01 : 480,2017-12-04 12:44:00,2018-01-09 12:37:06,Recordings ended in January 2018; AMAR not recovered until September 2018. One weird file in LF dataset (AMAR533.20171205T133317Z.wav) - occurs out of sequence and was clearly recorded prior to deployment (voices heard on deck) despite the date and time stamp in the file name.
27,2016,9,CGL-2016-09,CGL: Central Gully Revision 1 (Current),OCMD Noise Monitoring,43.857110,-58.888780,1500.000000,JASCO AMAR G3A-AL-4X - 185 - None,----,UTC,Continuous_250kHz : 600,2016-09-17 15:35:37,2016-10-31 19:25:37,Missing data 19 Oct 2016 04:26:13 - 25 Oct 2016 11:58:29 due to memory issues. Recordings end prior to recovery.
28,2016,9,EMBD-2016-09,EMBD: Emerald Basin Deep Revision 1 (Current),Cetacean Monitoring,43.609490,-62.875790,201.000000,JASCO AMAR G3-PVC-2X - 387 - 6020276,High Tech Inc HTI-99-HF - 776008 - None,UTC,AMAR_G3_RS04 : 1200,2016-09-16 21:53:00,2017-11-25 12:21:00,
29,2016,9,MGL-2016-09,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring,43.861990,-58.911860,1667.000000,JASCO AMAR G3A-AL-4X - 143 - None,GeoSpectrum M36-V35-100 - A003749 - None,UTC,AMAR_G3_RS04 : 1200,2016-09-20 16:30:00,2017-12-01 13:34:01,HF files corrupted starting 30 Nov 2017 15:25:21
30,2016,9,SBD-2016-09,SBD: St. Ann's Bank Deep Revision 1 (Current),Cetacean Monitoring,46.355650,-58.726750,375.000000,JASCO AMAR G3A-AL-4X - 197 - None,GeoSpectrum M36-V35-100 - A003752 - None,UTC,AMAR_G3_RS04 : 1200,2016-09-23 18:32:00,2017-11-23 22:58:50,"HF recordings end earlier, on 23 Nov 2017 01:10:10"
31,2016,9,SBS-2016-09,SBS: St. Ann's Bank Shallow Revision 1 (Current),Cetacean Monitoring,46.168480,-59.141490,100.000000,JASCO AMAR G3-PVC-2X - 388 - None,High Tech Inc HTI-99-HF - 776007 - None,UTC,AMAR_G3_RS04 : 1200,2016-09-24 13:54:00,2017-10-29 15:09:00,
